"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Djibouti","DJI","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","2594794.2","2637248.5","5368001.3","6284821.9","8215540.5","12235670.8","17257778.4","19240608.5","21045654.3","20521872.5","25819344.9","19839075.3","24412686.7","33566963.8","62016208.7","95976961.9","119266842.7","154398153.6","158287377.7","131250168.3","155287776.6","204846570","219983628.2","232491922.3","257722565.5","272609469.8","287861627.6","262911137.8","279286678.7","269605349.7","297885046.7","299712992.6","358712496.2","395630618.8","460336601.1","486891630.5","566640519.7","810010699.4","845231817.3","898678026.1","768541095.7","769520335.7","802385752.1","820599815.1","943103980.6","1227496569.6","1702240895.4","2266964232.8","2321379194.7","2552579803.4","2900369858.3","3206547225.4","3170043904.9","",
"Dominica","DMA","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","14433362","20521207.3","39153669.8","51482178.4","58688420.9","61404138.2","75382488.2","76660400.7","80613353.7","90754904.8","98099584.9","97714468.8","98251335.7","99698516.3","104872376.3","116474724","105116658.4","113898854.9","134177325.7","183329449.5","232891070.6","248883164.5","307393729.2","324952433","294216801.6","272826815","265526478.1","260470785.8","271883558.1","271398373.2","280448697.4","304777493.7","309862659","308231897.2","317214934.8","300168362.9","299719824.9","278303809","277942461.4","329092931.5","377979729.3","400731257.3","",
"Denmark","DNK","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominican Republic","DOM","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","389548000","439941275","480997700","516415715.8","625955086.1","729788380.4","875533547.7","1189250133.7","1406647193.4","1682577859.2","2081568255.2","2372036370.9","2598219687.8","3002656798.7","3184573375.5","3573469225.6","3762208698.8","4012437196.7","4072680854.7","4159662668.6","4484666420.4","4599353573","4716244896.4","4957324456.8","4366328681.9","4532953461.9","4414764302","4309979738.7","4473713207.6","4794696438.9","4617977128","5212380882.2","6574924040.6","7276848800","7818993970.6","7751825568.3","9219827515.2","10747913578.6","10609348066.3","11853860787.9","13498619112.4","15097329632.2","22101544978.2","23957826085.2","26269413480.3","26727445939.7","28291425524.5","29455812951.6","31864082651.9","35095621459.1","40559732187","43884654717.7","48242931251.8","",
"Algeria","DZA","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","939559305.4","1260807888.7","1549785827.5","2991368810.9","3365980296.4","4632815496.7","6114379902.6","10598959726.9","15733600491","18505548616.7","19363299072.8","18370318142.2","17639470178.6","16367488197.1","15890285871.5","18260741782.4","22649736536.7","24448828591.3","26101327226.2","27248503765.9","28153911739.3","28489965549.1","27351247767.3","26274665108.1","30239373924.7","33048876968.7","33651326322.4","30896804008.7","30686949509","28203525381.3","25461612754.1","22747999963","23038017583.3","23769718848.8","22415754059.3","17082006705.4","5899284213","6130383257.9","6240543720.9","7414292616.4","7252969908.9","6053727067.1","5515694091.7","5245606715.5","5521188948.6","4671396332.7","5463001796.7","5706818288.8","5710491550","5492379098.5","5177878073.5","7378779146.5","7129257355.9","",
"East Asia & Pacific (excluding high income)","EAP","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","7024440698.9","8814987806.1","10474942582.6","12196811008.3","14977819836.3","18533883394.5","23478544893.9","29605152668.4","35858266080.4","41078204605.9","49699859577.3","64296283693","75059188939.7","83388608620.1","89193645214.5","104151390254.5","120921712092.6","147251135582.8","157069226849.2","186555764393.7","217742660869.6","245882849160.6","273820967535.7","302092104026.1","353288921577.3","421587138918.9","454842432154.8","479396338313.5","491326526872.4","494728268614.7","456151253751.7","469868130031.2","466233044794","495244410799","540365613964.8","581278008239.3","619968243067.6","690601118177.6","717995655215.9","829277685792.3","1193013621767.3","1559066465011.1","1741615295461.7","2099323001404.7","2441880043966.5","2008181152231.8","2117864562140.1","2495788547674.1","2805108566454","2999349250285.3","3273845718182.5","3676728164214.5","3345565300711.3","",
"Early-demographic dividend","EAR","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","5075880995.8","6402531669.7","7487194493.4","9002238743.7","10273530956.2","11685564423.5","14318940784.5","21588452098.6","27396292669.9","31909776491.8","37625763685.5","40661054554.7","40934804408.8","42544538388.4","43839636710.3","52118188462.9","60302610897.7","71681098813.6","71114548809.7","70787099022.1","78106590250.4","79598702651.1","165957899164.5","217322639375.9","226235169581.5","238699573612.8","252304168304.4","264505665951.2","331356890017.6","350969475427.4","338861741259.4","340656462629.1","363252778090.1","442541732700.4","510323151754.3","576980709231.9","746693346993.9","988302699960.5","1074242224892.5","1083802164366.8","1165531362730.1","1325409577463.8","1431569819996.4","1601710710329","1483176425228.3","1384756965355.3","1439794507546.7","1489949831225.4","1425321998566.5","1437969124788.3","1470156056720.6","1503542833539.8","1447970396532.3","",
"Europe & Central Asia","ECS","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","402122588.1","432364315.1","535905146.8","573939123.7","708698193.9","993879992.3","1214102930.2","2485664571.4","4088901233.8","4637392148.3","6108962611.2","7772614471","7807592417","7692947367.7","8400083081.3","8792328903.3","9418379203.6","10553615498.1","10808842407.5","11376129174.6","12162488782.2","12520879954.5","12262380672.7","14119666467.1","18104800381.1","17000779726.1","17448118080.5","18355380902.4","18513032219.1","19100416764.2","17174293325","17805836810.2","19577250174.5","19967129789.1","20622972717.6","20423092328","20385516556.2","21108482826.1","19022237670.9","13366010557.9","15377007843.6","16167801266.2","16249091445.6","19080458389.2","24971316036.7","28392958561","35382005444.4","41157198885.5","44959257840.5","51895193768.6","56423149419.3","58070204212.9","60684713935.4","",
"Egypt, Arab Rep.","EGY","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","1801624657.4","2049117407.7","1952436870.5","1991608099.4","2209478866.4","4835420182","6357338118.1","11733540781.4","12857846527.8","14905845250.8","19130724407.9","22077857201.7","27323635750.8","30213012849.9","32187450012.1","36124676237.8","39891292452.4","44151539093.1","46148551466.9","45676111287.4","33015720171.3","32604272498.3","31168986021.5","30651243858.9","32499139580","33475216024.7","31512670142.2","29952913694.8","32347186890.4","31121616151.4","29232716500.9","28331673242.3","29671747582","30467606765.2","31403286339","30575696632.4","31028391832.6","34604548133.8","33925338196.5","35417097883.9","36803931990.1","35208762810.6","40061753451.8","46534987114.9","41772774970.9","49873938935.6","69188517055.2","84587108845.3","99457163486.3","114910260649.9","132572383019.4","145995005748.3","163104422407.7","",
"Euro area","EMU","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29056800.1","36689461.6","44286454.5","75455613.8","146136192","273362649.1","329696750.6","432797640.1","540750572.1","656094138.2","760244436.6","757208868.8","822735305.2","896724741.4","997784245.2","1050653956.3","1037276233.9","1050966567.3","990917322.4","943357437","906782925.5","873287801.3","797254598.7","820766657.9","791199901.6","771710773.6","789671429.3","761804727.5","715304699.5","",
"Spain","ESP","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Estonia","EST","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ethiopia","ETH","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","169291507.9","204419405.7","226992441.5","256405145.8","283128081.9","343674712.5","402645522.9","500727416.8","567285829.4","740065951.6","823661624.8","1841818082.1","3279545191.2","3845189805.4","4222435578.9","5212468612.5","6144432381","7377385232","7717008720.8","7855586230.1","8645231101.2","9133608406.4","9355564836.4","9717488583.7","10079654017.6","10324075338","10091749359.6","10090618084.6","10360532218","5572314681.4","5516263792.3","5745843979","6552441032.8","7281813432.4","6568177206.7","6175805430.4","2220991208.6","2592599173.4","2847636291.2","5361419433.9","7287411658.5","8607523904.7","10465118049.7","12585463066","16946037499.2","20443875424.1","23396722284.1","26170602394.7","27842524863.7","28377335498.2","30363947104.1","29983672807.2","28610147243.1","",
"European Union","EUU","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","11665440","14810208.6","20721484.6","47197248","54507121.5","59299120.5","63899866.3","120597359.1","103213454.6","141674748.1","216321921.5","276430731.2","302393413.9","332406077.7","314560182.5","335680653.4","339619142.3","364679007.7","370909718.9","316399872","318026329.3","282093980.4","257427622.5","246248945.3","196861157.8","183417026","165771501","158130798.8","140365632.2","203848126.2","194527935.4","181389690.1","211378367.3","258131310.3","263742090.4","302666509.7","373224464.8","397932776.2","689116436.7","1067927268.5","1107442022.4","1355509517.9","1270343604.2","1284885540.4","1291245045.4","1232759435","1297960843","1267715373.7","1245969658.2","1344386627","1518444488.9","2028852201.2","2536846051.5","",
"France","FRA","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","103822382.2","145538293.9","229636306.8","396230224.3","528014042.9","882643164.9","1234281993","1476400117.3","1512811249.8","1722573959.5","1514020947.9","1135600329.5","1000623472.4","914890557.4","919426012.8","1206162951.1","1943574170.3","2618902681.7","2844956364.8","3350495573.9","3982877605","4222977719.5","3850442852.3","3862504189.7","4173198026.2","4362737008.3","4313553814.7","4282600648","4430828795.7","4006728293.6","3930290528.8","3447234061.4","3517028368.8","3806803406.1","4111417357.2","3982408562","4367730175.2","5131344448.2","2487040013.1","2711428130.7","2914864858.2","3182959184.2","3241048492.7","4822851463.7","4646619425.6","5127734758.5","5364300906.3","6545200064.4","6858896106","7253326079.7","7695219851.9","7806030499.8","7954498190.6","",
"United Kingdom","GBR","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79312483","558986470.1","1450018420.1","1240357909","1361321590.8","1465764166.6","1648137048.9","1851041690.9","1825515848.6","1909485070.3","2034422947.1","2148630818.2","2316620171.1","2151260501","2573385096.3","2986949884.4","7721515061.9","8672797229.9","8790390910.4","10817606103.3","12624705945","13603272110.6","14157391179.6","14874617981.4","16320114022.1","16423919315.4","17326169250.1","18756970084.2","20088955014.6","22053309338.8","23981724306.4","",
"Ghana","GHA","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","572138164.6","542386913.4","601807880.4","756428483.1","730055396.5","720589134.4","710690900.3","1066624519.4","1278646090.2","1281964511.1","1398364945.5","1538834501.5","1484226949.7","1666180356","1963074302.9","2256468113.8","2766891477.4","3313222736.3","3131102815.6","3402456463.2","3880932790.8","4380166480.7","4508061699","4886542112","5469152460.4","5935777124.3","6442990348.8","6347327632.8","6969089358.3","7103705178.5","6743341663.2","6860995876.9","7640294825.3","8301000837.7","7243731089.5","8091993817.5","6059739098.4","8311291215.1","10058853977.2","12962573037","17984659771.3","21317880741.9","23136954992","28487110593.9","28481344138.4","31269213547.6","34826564166","33798809880.4","35582425739.1","32568577782.2","40647060280.2","44746812267.8","44839810520.1","",
"Gibraltar","GIB","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","336538268.5","450888914.1","525057663.4","633741807.2","756104761.2","786310948.4","836375367.8","930312967.8","1053329789.7","1171297355.1","1138754761.2","1375342328.8","1369541779.3","1345686447.6","1256355640.9","1463775807.2","1763025058.9","2068868486.5","2261520052.6","2166158233.4","2430250483.9","2558012335.9","2592984886.3","2767368417.2","3039874275.2","3195139274.3","3205668193.2","3482426717.6","3537648065.5","3201340497.5","3074719048.7","2912060903.9","3164480510.6","3174936864.8","3215975090.6","3082308084.2","3158729938.3","3305381166.1","3198361393.2","3232022941.5","3245354176.1","3209403952.2","1341955983.4","1681618743.7","1844271889.3","2042183633.8","2222977722.9","2394264523.1","2594809527.9","3539751345.2","4108722185.7","4607551461.1","4929016068.1","",
"Gambia, The","GMB","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","5076000","5479788.1","7363300.6","8860001.6","12224401.5","13415000","15427601.5","38015802.8","49814426.7","81190316.2","136794649.3","176028514.2","207092702.7","211728665.6","230291916.7","245076853.8","270132607.5","326670313.3","325153968.4","337733390.8","369107805.3","383161876.9","403393643.3","425974575.1","422977251.4","426068749.7","451989840.9","424645554.3","459520620.6","471742641.4","490135711.9","494508599.3","583775769.6","643381438.2","679691270.3","661826687.4","709322151.4","690822190.6","391243687.5","531073521.2","543809679.3","515906627","565576213.2","582880967.8","558419261.5","586005734.1","575212239.2","710007476.1","735856034.3","813284955.9","928863762.5","1081432813.7","1129548424.5","",
"Guinea-Bissau","GNB","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","0","0","0","0","0","7903500.5","16172701.6","25849862.3","51399777.5","69510697","137332753.3","149446902.5","170159605","198812301","254002180.8","319396839.1","372249867.5","485400954.7","569144690.3","598499893.1","697504207","750546467.4","764629993.3","789803311.4","852536430.8","896864789.9","938792769.8","924085531.8","973399599.9","943385217.5","951834343.1","906107735.5","980940699.6","1068441068.2","1117785117.2","1025672668.4","1050373767.9","1095302823.2","1102118546","1128860525.2","1095516336.1","277939878.3","275813029.5","289510655.1","327785895.4","394321266","386161383.1","453234189.7","547478154.5","647787480.4","863436889.6","1072516428.8","1020898095.9","",
"Equatorial Guinea","GNQ","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grenada","GRD","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","16048000","9107715.9","8931619.7","8980951.9","9274607.5","10525917","10642862.4","14396012.2","19119750.3","22361284.9","21536329.9","34017737","45419806.9","58501940.7","55598855.3","59764950.9","65312669.5","80338248","90751128.9","91648351.6","112883317","124502215.7","117298720.7","149341231.6","130260020.6","128146012.9","140689393.7","116640568","172158149.2","137900702.4","199420878.4","235652510.6","372086143.1","369076336.6","429599096.4","362225849.5","452574948.4","487671808.2","538874448.7","556610998.4","560589966.8","532309611.8","589250059.8","586831002.2","637672103.3","601161099.1","622125784.3","561492097.2","554451757.1","525463057.5","658538747.6","725553605.6","670046333","",
"Greenland","GRL","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","192905000","219103000","234065000","280352000","325354000","396868000","465475440","744635179.9","909888330.4","1142203893.7","1269754662.5","1368802607.7","1654445085.8","1925687830.4","2486022261.1","2787414340.4","2915605759.5","2891484672.5","2707894026.9","2701287648.9","2911024152","2867141152","2822946041.7","2945010418.7","3162188947.6","3335545326.7","3414092731.3","3513160298.8","3691416630.7","3873237129.5","3948027445.6","4381821175.1","4527094223.8","5157578025.6","8094354233.7","9506426234.1","10946171835","12678187392.3","13823078747.7","14824423718","15043073564.1","16281345423.5","15367094881.6","17484024750.5","19511836131.6","20378217942.1","21129829604.4","23264893723.8","24274929980.6","25034633139.3","24813115712.1","26951811120.1","24991586615.2","",
"Guam","GUM","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","82870994.6","156692603.4","158437579.3","178511425.6","221016020.1","328651332.4","426652641.9","526512349.1","611104607.8","686832901.5","842654972.3","916874252","1006253020.8","1254134872.5","1313853315.8","1526166926.4","1663808255.4","1765744327.6","1894110767.7","1660210656","1963150253.4","1977631781.7","1913525234.7","1967750372.7","2051880898.6","2118471710.1","1607335579","1590512898.5","1480883510.6","1433536564.9","1374473166.9","1327603202.2","1390166088.4","1454158541.9","1368422040.1","1238833544.5","1163165911.8","848663074.1","990493994.7","1427924569.8","1408397852","2006674225","1974205213","2302019509.3","2341948615.5","1636917068","1643860201.4","1582078487.6","1607000663.7","1530459137.7","1506687262.6","1889705076","2386873653.2","",
"High income","HIC","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","158332049.5","195525800.6","221179512.3","256095856.2","351485456.7","451047275.3","442654582.3","837192552.6","1024364382","1278417162.9","1572745693.6","1806705071.9","1948506802.3","2237516604","2407554578.9","2856023287.7","3098898300.3","3419824288.9","3426284929.6","3492341919.2","3816730011.6","3483455267.6","3970308051","4432302415.1","4792475230.1","4910255065.8","4806522988.7","4943512916.2","5100413863","5583856168.8","5616776612.6","5159558392.8","5491495663.9","5656942754.9","6205542461.2","5170226183.5","3987694941.5","3010680924.1","3517193356.3","3835948442.9","4008010903.5","4419294950.2","5086106375.9","6867621044.4","7369414615.7","7626993493.8","7614296900.4","8741578894.1","9167106738.1","9744777219.5","11065113770.3","12494060702.8","12608788822.6","",
"Heavily indebted poor countries (HIPC)","HPC","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","52164000","50037000","53696000","51307000","120420665","148426495","181456752.4","235043455.3","281813569","334668126.7","382656540.8","500089812.3","609871507.4","644479206.2","731567557.7","782784896.8","773996522.3","905281161.3","877117132.5","859316294.3","939004257.9","804898214.1","830301663.3","845830044.3","758204227.1","837402729.3","924237596.4","1071797087.1","1068532781.9","1221741577.8","1203393476.2","1285544239","1280698138.8","1364909986.9","1284484871.5","1333931157.9","1416972000.4","1601590631.4","1964488511.2","1448420667.7","959066834.3","775845587.7","1163440320.3","1569393746.1","1951930399.9","2096138364.2","2167818423","2169815133.3","2219747746.5","2213887988.5","2317684493.9","2604100585.2","2560103666.9","",
"Hungary","HUN","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","3432691278.3","4682274735.4","5814543795.7","7270793342","9100920877.2","11497812015.2","14010058797.7","16470538470.3","18045712413.7","18623748316.7","20937697366.2","22761139319.3","25133280486.7","30229383588.6","32025253802.3","36714642568.2","42914295378.8","52526347016.8","54053879424.8","59380152209.8","69848505848.5","79528197362.6","87987351692.3","89157126589.4","107819781286.8","124399503875.8","129003514948","136339703441","151484839252.8","151806502424.2","144048996549.8","132710089751.5","128444200507.9","134372632167.3","138041813871.8","142131795440.2","135970010956.9","147827337604.3","157916194612.4","179404705351","198278352695.5","219629383247.4","252623033564.3","263643864629.2","292565412570.1","307849578357.8","319052612588.1","353688908559.2","379851596756.2","402379692152.7","417182846729.3","411272201148.2","396234543876.6","",
"IDA only","IDX","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","6062538170.1","7940469461.4","9246675438.8","11954531371.4","16006583628.7","19697272061.6","23054838585.3","30879457309.6","38867090628.4","44807046366.7","55597393829.7","64005687792.7","71855624774.2","78237733423.4","83633460022.9","99072795165.7","110699380799.1","131830741064.4","135900168485","141364885076.9","158320556469.4","166184876905.8","169916572975.4","175675028822.9","186947384317.9","192824197879.5","187542988464.7","179618513849.4","189871058315.5","184413060429.4","178286416174.2","171786815617.8","184083220134.1","196684758049.5","202972740256.5","193112856035.5","169753887336.9","188340239635.2","209189047753.4","236536774827.3","245789365988.6","267975675781.2","301099593375.5","345106836693.3","375908362096.2","404772526818.8","431664007955.5","483623299338.8","517119208677.4","553699844392","617026459474.4","673173333109.7","690416225026.7","",
"Isle of Man","IMN","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","8425121119.4","9328742281.7","10029268976.8","10965917520.3","12696953185.8","13865614018.8","14586390285.7","15414657569.6","16520249175.3","18190384895.1","20723360696.4","22480074709.1","26942860601.2","30649492455","32763961315.2","38934813159.4","44909442697.3","53424896488.5","59288500301.3","73721064976","83471522909.2","84852336186.3","87775440181.5","91330328767.5","97898626998.8","93808975940.1","93966076365.7","94059291709","98333648294.5","99779510346.3","101131491179.6","99500093585.5","105741601402","118884622369.5","123644485822.1","121195478444.5","159525518911.4","204057539299.5","227111768434.6","256312241333.4","290427544563.2","334399298473.1","392576050359.7","427245079805.9","457507409077.4","478831010025.1","455541896498.9","511575707373.6","521175685410","561017395481.3","564979321177.1","611987174447.7","616862975673.6","",
"Not classified","INX","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","4618942613.2","3969211554.7","8269750070.8","7078085808","5159730090","6025227842","5793964260.5","6150722410.1","5843049165.3","6526858378.8","9026182538.2","11368427701.3","16074665445.3","23392435930.4","21792481976.9","21681652185.7","16684178793.1","11697339746.3","12341638353.4","9742304899.9","8800053478.5","8280878565","8934505230.4","14235372770.8","20950347846.7","21393520935.6","20494226261.2","20834072180.2","16026650174.6","18609984963.8","19768742370.1","17260291984","7481954468.2","7013042464.9","5817911004","6455859301","6058410415.5","6819093933.4","5773699803.6","4855393068.1","5433188395.8","10348874166.9","9950397346.6","",
"Iraq","IRQ","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19135602755","23367191730.2","28109428224.6","27835914159.7","27535398709.1","26387669576.5","25341439233.3","22588087263.8","",
"Iceland","ISL","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
