"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"East Asia & Pacific (excluding high income)","EAP","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","-9600000","-343400000","-703300000","-630300000","-641590000","-998000000","-1182000000","-115000000","-273000000","76000000","-582000000","-1187000000","-680000000","-715000000","-360000000","-708000000","-122000000","-848890000","-898320000","-1000010000","-54840000","-456780000","-2098500000","918120000","1112624807.89856","-551175742.395336","-1219024875.34276","-386818498.301526","-479422715.697438","473925450.450204","1739926904.30173","1886488798.71568","1769407670.26781","313049365.566019","-1582287237.9006","-400136159.763148","-146438179.506799","-932905961.33437","-668742113.604319","-2221086836.90412","1093062708.60588","-184162265.140729","-1312125467.93496","-155885008.655858","2208097652.67316","3097962028.45027","2133283579.25839","2291319260.32883",
"Egypt, Arab Rep.","EGY","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","-813431979.692128","-924087351.104856","-1506714287.86674","-436428571.57346","-2134857145.03266","-1850714287.47674","-329571427.940825","-1886714286.43967","-1816285714.2857","-1441428571.42857","20142857.1428566","-1040857142.85709","-1308545454.54545","2327000000","3369000000","3270000000","2538000000","31000000","-254000000","-192000000","-710500000","-2566000000","-1634800000","-971000000","-388400000","622400000","3743300000","3921700000","2102800000","2635400000","411600000","-1414600000","-3349300000","-4503800000","-5483900000","-6972000000","-3533700000","-5954500000","-17243300000","-20493900000","-7939700000","-7698166088.33334","-10221895259.0833","-14235956908.6917","-18610768181.5","-10536555731.2","",
"Euro area","EMU","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-25866972479.8144","-83833383658.8249","-24223902231.2351","44579556206.1357","24891688306.4588","81294164424.2132","19188044538.2892","-356367033.277699","24870211054.7058","-262088219860.55","-33693355266.7607","-40630560628.5707","-48978477505.2284","123011730208.336","277335477987.877","311546004817.219","313001171739.199","363672024361.053","408560632325.07","385012578390.878","321268812447.587","226192127100.036","401284984538.527","-81555839667.7632","259432766950.953",
"Eritrea","ERI","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","187934302.99806","107205479.594321","123591032.859437","-31470548.1934117","-59750379.3989883","4963143.14421326","-292743488.895409","-208772373.340657","-104657012.457045","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","-3893003630.86503","-4622445702.05883","-2455212500.71753","1250840554.6081","756532365.654412","-5579999645.38268","-5363207814.04032","-4548243515.82322","-3013194547.95627","1777600859.88878","2785470118.45276","3914233942.91314","-263468751.520854","-3795489189.94651","-10924451313.4432","-18009410031.9798","-19797681590.7895","-21537215134.769","-5803781134.44073","-6389349435.88916","-1966861256.45154","-2233973438.88585","-829666961.158091","-7251485437.82898","-20659548705.1285","-25928189733.2715","-27555477891.834","-26251685129.0349","-35103881711.6867","-58677027283.2251","-83915470590.1019","-111532335014.355","-139287625661.584","-145715515235.169","-60418930687.3375","-52249545356.1324","-39975229877.5026","735150583.045569","27588004255.4169","22662337678.7703","24107676878.1211","39298651172.1784","36857922351.0281","26481556490.1281","29247197810.4435","8229078493.27915","10892992386.7245","8095085535.97134","41093571024.3088",
"Estonia","EST","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36229906.3839846","21631079.7370876","-166292388.950034","-157805570.472365","-398235485.94958","-561729553.875175","-478433380.639936","-294644154.245682","-299009347.520142","-324621263.961475","-779341245.579739","-1276109256.30195","-1455763985.17048","-1218079448.93351","-2549061127.14499","-3323095156.70527","-2156421558.16227","525703676.237764","340438472.303466","304229741.40456","-431767873.970709","75410518.7800754","173055018.04308","403274473.824448","300563086.47785","613827255.28299","271500765.742365","767403735.730159","-660167132.293558","-1002334986.28818","-1230929007.30178","-848528344.384833",
"Ethiopia","ETH","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","-82560386.5133142","-111739130.488763","-91352657.0489626","-226135265.809727","-249516908.3331","-194927536.326052","-169903770.424591","-130096618.398664","106280193.236715","-327149758.454106","-216859903.381643","-227536231.884058","-144396135.2657","-293768115.942029","103101449.275362","-119956425.120773","-50000000","125418697.81939","39377829.1915885","79569127.2268142","-40251869.0155993","-332610081.556551","-465224277.359588","13457193.3725403","-373389901.789351","-136640610.7812","-136384298.668089","-667837097.106207","-1567750097.67822","-1785898857.01804","-828004872.805442","-1805740812.44915","-2190653761.04338","-635273119.692721","-1055616929.04166","-3077984122.74122","-3033415076.16886","-5771532764.96013","-7566576583.35526","-7905485192.5091","-5928627607.10802","-4611293722.98811","-5025133763.02265","-2718803790.04773","-4507268339.97869","-5160399280.86797","-4787655499.4165",
"European Union","EUU","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","-2140125901.4779","-1114194870.42485","-99080934.0200278","680405505.549284","-162827095.684961","-1402766284.50181","-478183388.614926","-923075101.53691","-1124269736.12926","-20635960.5557533","-806258709.175277","-693308768.639315","-1731474349.39503","-2693879544.36549","-5797060598.40192","-6962269019.46931","-6807373406.47853","-5115907404.59358","-1135004052.24786","1110443784.94594","5231356798.12895","5002580419.46603","6632800363.77208","7339629117.19132","8044740599.56056","10527099590.0979","12082014153.4112","12091805084.2626","8539305696.64518","12556749492.8933","7782802138.88319","7997111885.27903","9578241229.02905","5710039150.76066","4407663177.32744","2792225335.64215","-4797433834.8079","-5899068430.12717","-4856099894.06214","-3790146118.70019","-2209431644.07304","-4841647992.55956","-1952469032.86425","-5158732134.86269","-846714797.429672","1733531988.30564","1222430601.65948","-7073592415.47629","-4364136226.79444",
"Fiji","FJI","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","-58762066.0516996","-17494643.2292853","-161251712.559357","-84251286.8457294","-55377457.2734314","-18390967.4062006","18724738.4058416","16771624.1785598","27334302.5398124","70546696.1096773","7483146.06741575","-93996364.8436491","-68245391.9959066","-61277818.8378839","-138087593.844757","-112763596.00444","-112704432.329936","13539514.0027079","-34148960.1191404","-59894806.6001727","12692771.4666497","-25505583.1667617","-67603892.1169792","15745653.8269843","-52505577.7515239","-251224967.371611","-205524042.211005","-506018222.797621","-386971587.444887","-526301838.876914","-123989445.185117","-149446716.080541","-195062701.836569","-56960642.2615759","-406920504.890231","-280634401.887571","-162622175.057698","-177831295.559721","-355420613.149062","-471479655.357108","-698096508.690148","-614129732.421045","-686576959.090778","-865665340.875025","",
"France","FRA","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","2740359182.39273","-3356210918.83412","-405105191.702074","7063714715.30522","5141501556.27475","-4208340488.6611","-4810818971.65994","-12082174630.8082","-5165512057.4456","-875999017.508225","-34597949.2834516","2429990544.0372","-4445832867.07591","-4618908099.7887","-4671010644.32631","-9944228234.23224","-6518255441.78685","3893429894.58264","8989785410.58074","7415274026.52038","10840336630.7297","20560612391.7104","37801148626.7183","37698545877.1245","50692422641.2379","16125180558.2182","20965385279.5954","17651008712.0079","15984849589.3335","9166417134.83922","-142691013.40639","514325562.52478","-8718514442.63438","-28163013357.7814","-22099585073.5785","-22031068187.7642","-29508603051.6754","-32875102689.5346","-24382747331.6785","-37354496128.6694","-9130436716.70018","-12205179244.4933","-17978489467.6036","-24384561166.7367","13699135191.3448","-41381103675.8145","9868141919.61126","-56671700490.3816","-22791589739.6471",
"Faroe Islands","FRO","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","223970000","176080000","99190000","146200000","125740000","-6560000","129705661.170439","31181073.21276","21240459.5954714","-80569602.5374897","-30578904.3102582","-24635504.8574939","144276278.64585","194304400.886316","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-38254100","-24572700","-44221400","-23832100","-2173400","22407600","","","","","","","","","",
"Gabon","GAB","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","73873552.3319304","247647578.04816","383851621.804177","403302595.159473","309367211.25974","97935781.3919371","112688520.064571","-162488355.504303","-1057446599.20987","-449096771.858652","-615514844.193765","-192189357.137164","167704389.330171","74794339.8093068","-168120054.621309","-49088407.1777539","317360428.286558","514659207.568302","888616636.534866","531357331.205347","-595536813.594077","390390350.60752","1000995434.25058","517388917.96551","338032980.729283","765896007.592374","924480491.200408","1982970941.84373","","2748153648.13967","3829611012.16299","804085379.931301","2453186895.57335","2604448146.00985","1977634348.88967","1462632469.494","1112065880.72226","140995975.044941","","","","","","","","",
"United Kingdom","GBR","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","1970398426.43982","2716894254.07974","533353862.867351","-2411629487.30157","-7448453413.84724","-3465069948.2282","-1380238419.49781","145041980.632987","2163486629.48547","-782636743.68548","6861992454.99429","14126907663.537","7984708624.95621","5291692208.22878","1833423998.03177","3314271039.14456","-1323753956.88237","-12589592392.4576","-35326156228.2508","-43108544486.4911","-38810922316.9436","-19021852919.3948","-23204209131.1637","-17721103946.9125","-10025834771.6336","-13436363557.0545","-10328612315.6232","-1402652030.84077","-5272998683.33101","-35700714424.7011","-30142652691.7392","-29139796850.0519","-35233225038.7275","-37556576825.3384","-55504743534.5096","-50393919928.1493","-84562487956.8307","-115382011654.824","-113853924732.582","-73330869121.4225","-68893627523.6129","-43445876389.0059","-85197234067.4815","-129528931532.334","-153585312219.422","-144834307320.881","-147868520452.342","-93747523536.9687","-112615839096.92","-76564527687.8271","-78216537481.427","-14885573468.605","-100435728406.389","-110393160905.833",
"Georgia","GEO","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-514200000","-275700000","-198400000","-175899687.6","-197094537.56","-216912821.52","-382208826.06","-356204277.39","-695658032.23","-1191302771.38","-1992056360.82","-2811210944.17","-1141145836.07","-1198803819.48","-1843079773.52","-1882741233.85","-955492553.195","-1784183121.52","-1767043741.79","-1890680430.2","-1309818958.79","-1192193541.5","-1033862646.76","-1983511862.88","-1942563332.49","-1120172142.38","-1326387065.67",
"Ghana","GHA","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","17574111.9997209","-74043770.0003284","-79748084.3445027","-45940350.8967292","123499524.000061","30200000","-419181804.000004","-107279822.609969","-172164695.080123","-38800000","-133900000","-85320000","-97900000","-67100000","-93900000","-223200000","-252052000","-377000000","-558800000","-254600000","-143700000","-306850000","-403464000","-521730000","-964300000","-386417603.19361","-427467882.44416","-105237554.6132","101686603.45587","-590188288.77","-1104609520.85246","-1056074432.76184","-2378784231.83093","-3327428935.89148","-1897165484.24191","-2747340000","-3541315695.2523","-4911713679.07456","-5704034549.66674","-3694575338.27762","-2823640338.08023","-2832047270.61979","-2002640000","-2044594252.86237","-1863971933.06699","-2133965479.92186","-2541423147.15389","-1516942274.87276","",
"Gibraltar","GIB","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","-123880000","-38250000","-221520000","-179710000","-202980000","-288820000","-262700000","-56790000","-247980000","-216482000","-177268000","-91077000","-154466350","-201046593","-140090196.442928","-59514979.6632398","-199626587.044534","-185261398.508076","-162350000","-160340000","-221350000","-454590000","-438210000","-403360000","-326890000","-1161380000","-1038620000","-1189770000","-981676723.85615","-1020197641.14415","-2744932547.96254","519350000","-190470000","-314620000","2684750000","4638730000","3350240000","",
"Gambia, The","GMB","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","-46995191.6738861","-37046925.7957455","-90576150.0838163","-43629434.1025499","-21451164.6751003","-31536047.0056718","6608376.26538348","7687684.30937102","3091361.82986869","14242903.7796736","32257952.7749608","15511137.799906","24174411.6034388","11957897.154615","38165566.6035098","-5165441.43561349","8099755.2877304","-8138919.18032685","-47078884.6839824","-22953546.5106779","","","","","","2635836.66724013","-30321808.6307897","-43391563.8491339","-65600015.6774856","-79274784.324242","-6288458.7865958","28003761.8340799","17499603.55455","-108142561.879563","-92782872.7982536","-97109176.6259202","-84557301.9463361","-53780318.6255837","-76128707.5621696","-95242046.9293084","-135045798.066569","-37078383.5434183","-86553241.0953604","-86877349.8715766","-90250902.0771385","",
"Guinea-Bissau","GNB","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","-79500000","-72000000","-65500000","-75800000","-49900000","-45100000","-55800000","-80201000","-45292000","-75397000","-96983000","-61979000","-45940000","-35180000","-44470000","-6380000","","","","-11133112.2734876","-1268314.1485315","-287336.389909998","13864301.7383667","-10483855.897393","-40075342.055323","-30650191.8554797","-28780321.3452283","-47610403.3156422","-70790428.7903534","-14050574.5210421","-83241961.1249816","-52508821.2163037","6310286.49502087","20941855.2943375","16969582.7113122","3879055.91659572","-54134326.6220671","-127409979.195969","-38683254.6752387","-14127802.7577686","-146639723.384477","",
"Equatorial Guinea","GNQ","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","-24203377.9247228","-16538625.0068101","-20996318.9382601","-18992540.4561173","-40718605.7530572","-10574562.5367426","2842889.76820805","-381841.150946369","-123404175.599221","-344039026.275848","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","-929000000","-1075000000","-955000000","-1886000000","-2209000000","-2408000000","-1892000000","-1878000000","-2132000000","-3276000000","-1676000000","-1223000000","-958000000","-2561000000","-3537000000","-1573700000","-2140000000","-747000000","-146000000","-2864000000","-4554000000","-4860000000","","-7294252083.21298","-9817441650.67537","-9403099987.55552","-9595594260.97012","-12812812179.9253","-13492562448.2979","-18218753983.7318","-29576385911.1083","-44579249236.0973","-51297053502.0193","-35945594305.5768","-30262611051.7219","-28599315728.5507","-6172097058.7513","-4949141208.60399","-3734712056.87199","-1611391808.26586","-3261057769.57991","-3605994841.9398","-6248523036.3674","-3112110573.38848","-12413031800.9722","-13857822380.6524","-22622860821.4544","-15055689475.2557",
"Grenada","GRD","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","1307407.40740741","1048148.14814815","-1111111.11111111","270740.740729626","-13871851.8518815","-17701111.1111148","-14900000","3800000","2774074.07407407","-19085185.1851852","-29192592.5925926","-27770370.3703704","-36322222.2222222","-46237037.037037","-48070370.3703704","-32392592.5925926","-43677777.7777778","-28133333.3333333","-41807407.4074074","-56507407.4074074","-69092592.5925926","-81511111.1111111","-55748148.1481481","-114392224.11639","-131112444.192459","-132719246.699837","-155763739.073906","-131263475.573667","-251770912.432504","-247046419.378769","-222223400.21247","-217318286.80645","-130521325.245298","-149949270.016255","-145341117.28288","-119846808.265063","-143785249.661048","-82785457.1106607","-105847392.109963","-93950690.1349293","-129043266.423764","-148822719.277021","-125701325.260967","-168285876.592141","-162343988.140081","-135726821.851852","-184237035.555556",
"Greenland","GRL","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","-35300000","-270500000","-205600000","-163300000","-572700000","-399100000","-223900000","-377400000","-246300000","-17600000","-442500000","-414000000","-367100000","-212900000","-183700000","-705900000","-701700000","-625300000","-572100000","-451000000","-633500000","-1039100000","-1025900000","-1049600000","-1252904184.60113","-1234874116.05622","-1039185910.77308","-1164400000","-1241000000","-1524000000","-1785600000","-1553562660","72262890.000001","-766950989.999999","-1579834920","-1847275530","-2238781140","-1909306330","-773787480","637267670","857080020","649564060","1821490950","3918080170","1890468140","1197132140","3281142990",
"Guam","GUM","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","-97529411.8029521","-29568627.4625752","-82901960.8168244","-128509803.971965","-183497945.751811","-141314308.855467","-157487665.728417","-97227289.8447815","-96623292.2181665","","","","","","","-138548000","-140225000","-124945000","-134765000","-32700000","-63100000","-55600000","-49500000","-82200000","-90900000","-62300000","-44600000","-19915600","-96268000","-180641000","-165677000","-321363632.57136","-230589983.38158","-246354258.11448","-372288521.10006","-366670137.84792","-456029798.39635","-385182803.31344","-38822257.5949424","-49983671.8717913","-390632574.859161","-1276733473.90858","-2717145703.66194","-396533065.45822","-2503315524.73196","-254120762.7585","",
"High income","HIC","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2869598898.26132","10665499440.448","7544767609.42816","10391654657.5882","13128959284.7968","17408758879.328","16822246081.6072","21574646019.8116","24555234186.2004","27554630254.0676","32872053517.7079","21155607433.43","16012190299.7133","13808455084.0429","4147336654.68085","4190681086.76459","4057155167.75086","10264062287.5864","12688130481.0545","15621074373.1757","13514401799.9993","21253125996.6558","24125744350.2673","43658556610.683","36525097470.9648","35365785709.9537",
"Honduras","HND","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","-103949999.978458","-112100000","-104750000","-128700000","-157200000","-192100000","-316800000","-302700000","-228250371.000035","-219200000","-316450000","-220149221.400034","-117149316.13692","-163970736.68","-110771878.17194","-170266491.13279","-51400000","-172400000","-258000000","-308700000","-343300000","-200900000","-335400000","-272200000","-147700000","-240900000","-508263274.2842","-478666907.592412","-281571254.028688","-552820451.195314","-683390969.51344","-304335008.452307","-382653481.163833","-1116156503.15255","-2129853584.47427","-556653464.758829","-804073094.360136","-1408660826.65629","-1580746021.60538","-1762523570.4364","-1372124152.44885","-979945387.011726","-682674236.402166","-288253383.027148","-1581815976.61268","-660874046.634071","665854481.879487","-1537682902.4704","-2063179591.88384","-1334619225.28065",
"Heavily indebted poor countries (HIPC)","HPC","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694283341.426339","770534186.177608","-1441887231.03273","-1091425766.60964","-2499582650.25622","-1369291314.80888","-1502446735.41374","-338043019.674813","-516315412.874183","-1661740755.01362","-3209662662.84215","-2572850701.95802","-3392128173.73113","-3909392829.5932","-4752582813.71008","-7482989420.41721","-4086119929.08062","-1485244974.55918","-1045612820.13437","-207948363.42988","-643160032.632331","96021345.7901887","1657634259.65965","1194753557.29934","2103390993.28968","877752908.140851","1479198707.98155","-441978145.392553","651685072.94381","-2336417931.99409","956968306.736806",
"Haiti","HTI","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","4980000.00099599","8219969.70972466","1179999.99920823","-20959982.620435","-24540000.004908","-12400000.00248","-37500000.0075","-44640000.0089279","-52560000.010512","-100840000.020168","-148800000.02976","-98520000.0197039","-111179988.532236","-102980000.008581","-94659641.0100369","-44896982.476094","-31140622.395","-40364936.7672","-62658170.4554701","-21900000","-91520000","7260000","-11830000","-23390000","-87070000","-137720000","-47700000","28710000","-59820000","-114210000","-131900000","-88950000","-44780000","-62380000","7048000","-85029000","-85773000","-204814583.793969","-122185676.878835","-101824279.161843","-323623966.85515","-431148219.822783","-560837855.998653","-750652437.396936","-270775987.476313","-237890082.251752","-324888947.73136","-474103893.100527","-168578535.660184","51548074.9276736","87655854.7493429","-491953761.239117","",
"Hungary","HUN","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","-530950258.746619","-180988794.541066","38965735.8593438","-454953570.872756","-1365024333.35552","-675976875.577157","-572012790.960041","-588084499.900606","378583738.252915","403164330.909476","351916420.313155","-4262485321.1674","-4053569972.81271","-1711883518.41086","-1854085269.5794","-2139729352.16102","-3721634281.07288","-4108992898.71996","-4173563161.65006","-3289609794.38738","-4361443385.9147","-7039900025.20667","-9445878133.34234","-11181808084.8179","-8422271299.47517","-10209896208.3164","-11125011068.8044","-892033654.183192","341646259.646128","886554259.949579","1989672606.8815","4665997538.15975","1604607987.09942","2925516290.04182","5854912155.02455","2768954240.52673","415010400.141784","-1283430268.00208","-1643011880.97918","-7337346840.05035","-14469967442.4986","623545459.087236",
"IBRD only","IBD","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","-566000000","-5324000000","-6338000000","-1856000000","-1923000000","-3911000000","-2098000000","-1397000000","-1108000000","-2988000000","-4260000000","-2780000000","-2106000000","-2792000000","-6431000000","-7663000000","-4889000000","4096965770.22988","5782898397.49641","7992074100.4978","6900901091.30435","7823542185.48575","8106793838.4709","1563009904.01622","277544828.92532","10859493593.9516","10491041826.7602","125992416.495584","10628489686.0766","5144284990.19703","1685068008.42166","-24417850938.214","-29109199017.0582","-27509865798.2326","-17518744569.4758","-16952255385.0263","-16195634380.3563","-30633120324.4287","-30279059752.9683","-4433269738.48785","3510715050.41252","13215134910.4119","-1879586320.77488",
"IDA only","IDX","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","-147516804.401437","1578867398.86208","2119244326.78419","692377898.595274","50336977.9440679","-1785125731.42725","-2698332267.06569","-2523543845.5558","-1936941637.20106","-2311069805.85649","-4140583148.21129","-4567699250.98168","-5171168794.20521","-7143232480.28175","-6812769370.55401","-7035654412.26464","-4291734332.07521","-4485223626.33251","-1875802280.34537","-1676281517.88667","-5563227578.46281","-5956139581.80651","-2965195307.24208","-6903105373.49659","-3228022816.39829","-4601248652.10514","1410181566.42623","7059496037.43388","8772510263.57572","780195721.51843","-10283543307.9807","-9299060317.4628","-8075694483.59495","-30971987180.9349","-26186435956.9107","-54515877624.3661","-62517637221.5214","-91471245845.7231","-49122670387.7036","-27314281992.5894","-22456838009.6209","-12113787707.3688","-38167659223.511","-65599439052.6676","-29762864650.3282","32730048588.208","-33422359357.9398","-79050941951.324","-32336335035.4633",
"Not classified","INX","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-7144573582.78559","-7862125526.7903","-13848550480.331","-15302982165.9321","-5007385900.33066","2319661324.96397","2829018505.41797","-7708573878.64762","3711544924.24212","2786017662.90408","12912448253.7928","-12520887870.0592","3397575466.98284","24169680523.489","-44933860211.6348","-26439797120.8444","70908717709.884","57806918213.2172","53997139889.5786",
"Iran, Islamic Rep.","IRN","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","7660000000","2816000000","104000000","11968000000","-2438000000","-3446000000","5733000000","358000000","-414000000","-476000000","-5155000000","-2090000000","-1869000000","-191000000","327000000","-9448000000","-6504000000","-4215000000","4956000000","3358000000","5232000000","2213000000","-2139000000","6555000000","12481000000","","","","","","","","","","","","","","","","","","","","","","","",
